gene	norm_1	norm_2	norm_3
CDR20291_0813	1981	1934	2399
CDR20291_0814	4501	4451	4945
CDR20291_0815	8182	8419	9055
CDR20291_0816	4856	4706	4923
CDR20291_0817	6447	6360	7324
CDR20291_0818	548	565	488
CDR20291_0819	125	142	106
CDR20291_0820	609	544	443
CDR20291_0821	888	842	692
CDR20291_0822	4932	5162	5420
CDR20291_0823	21722	21968	18968
CDR20291_0824	13282	13199	13659
CDR20291_0825	0	0	0
CDR20291_0826	9144	8897	8855
CDR20291_0825_0	0	0	0
CDR20291_0827	711	740	732
CDR20291_0828	11230	11046	9249
CDR20291_0829	2058	2134	1989
CDR20291_0830	10682	11511	10675
CDR20291_0831	13152	14617	13049
CDR20291_0832	101	103	100
CDR20291_0833	1727	1822	2281
CDR20291_0834	1781	1799	1393
CDR20291_0835	1253	1064	847
CDR20291_0836	1074	1070	915
CDR20291_0837	1918	2085	2108
CDR20291_0838	3294	3224	3064
CDR20291_0839	17153	17262	16934
CDR20291_0840	1440	1438	1367
CDR20291_0841	311	275	282
CDR20291_0842	121	99	146
CDR20291_0843	68	95	124
CDR20291_0844	28	23	29
CDR20291_0845	153	161	170
CDR20291_0846	2085	2265	2030
CDR20291_0847	11142	12043	13478
CDR20291_0848	7432	7608	9553
CDR20291_0849	10393	11247	13139
CDR20291_0850	4198	3871	3126
CDR20291_0851	5265	5140	4461
CDR20291_0852	3543	3339	3132
CDR20291_0853	247	248	213
CDR20291_0854	278	246	234
CDR20291_0855	474	498	467
CDR20291_0856	1953	2010	1913
CDR20291_0857	1264	1429	1422
CDR20291_0858	3520	3531	3344
CDR20291_0859	165	176	207
CDR20291_0860	354	356	317
CDR20291_0861	695	752	719
CDR20291_0862	655	573	666
CDR20291_0863	3584	3691	3406
CDR20291_0864	2068	2105	1867
CDR20291_0865	3510	3757	3691
CDR20291_0866	5539	5680	5492
CDR20291_0867	4872	4930	4677
CDR20291_0868	120	150	136
CDR20291_0869	296	316	331
CDR20291_0870	750	667	674
CDR20291_0871	3666	3678	3291
CDR20291_0872	598	542	513
CDR20291_0873	474	450	449
CDR20291_0874	681	731	639
CDR20291_0875	3	11	8
CDR20291_0876	26	23	14
CDR20291_0877	181	159	192
CDR20291_0878	662	733	660
CDR20291_0879	774	725	497
CDR20291_0880	3125	2661	1858
CDR20291_0881	2010	1774	1289
CDR20291_0882	1847	1481	1206
CDR20291_0883	5231	4337	3458
CDR20291_0884	29	38	30
CDR20291_0885	1222	1170	944
CDR20291_0886	951	1031	835
CDR20291_0887	1447	1249	1247
CDR20291_0888	570	550	500
CDR20291_0889	528	482	465
CDR20291_0890	191	215	222
CDR20291_0891	24484	23914	24942
CDR20291_0892	9227	9416	9863
CDR20291_0893	2254	2116	2283
CDR20291_0894	3186	3035	3401
CDR20291_0895	1187	1048	1140
CDR20291_0896	8603	8273	9475
CDR20291_0897	9986	9945	10945
CDR20291_0898	2705	2562	3206
CDR20291_0899	7355	6884	8678
CDR20291_0900	9386	9276	9478
CDR20291_0901	279	348	282
CDR20291_0902	7281	7594	7600
CDR20291_0903	5857	5759	6453
CDR20291_0904	4587	4791	4748
CDR20291_0905	6517	6608	6650
CDR20291_0906	1856	1771	1850
CDR20291_0907	662	591	556
CDR20291_0908	929	941	931
CDR20291_0909	1784	1870	1696
CDR20291_0910	82230	86883	88494
CDR20291_0911	52881	54826	54748
CDR20291_0912	67264	69328	70601
CDR20291_0913	53388	55119	55497
CDR20291_0914	48979	51466	51941
CDR20291_0915	91590	96280	97496
CDR20291_0916	2212	2332	2227
CDR20291_0917	2938	2911	2847
CDR20291_0918	3039	3353	3575
CDR20291_0919	41	38	44
CDR20291_0920	7	10	5
CDR20291_0921	3	3	7
CDR20291_0922	7	5	13
CDR20291_0923	6764	6904	6695
CDR20291_0924	16	19	15
CDR20291_0925	41	27	38
CDR20291_0926	953	984	1049
CDR20291_0927	663	692	621
CDR20291_0928	2234	2307	2085
CDR20291_0929	4316	4094	3792
CDR20291_0930	713	675	642
CDR20291_0931	14665	14566	14973
CDR20291_0932	940	909	1228
CDR20291_0933	294	269	428
CDR20291_0934	768	685	1053
CDR20291_0935	428	369	527
CDR20291_0936	900	966	1163
CDR20291_0937	1157	1114	1511
CDR20291_0938	9250	9164	9895
CDR20291_0939	2210	2254	2098
CDR20291_0940	3029	2895	3292
CDR20291_0941	1246	1121	1281
CDR20291_0942	1148	1240	1546
CDR20291_0943	8137	7717	6790
CDR20291_0944	6582	6487	5657
CDR20291_0945	10681	11069	9828
CDR20291_0946	94	72	66
CDR20291_0947	278	268	283
CDR20291_0948	353	381	296
CDR20291_0949	1089	984	940
CDR20291_0950	31	38	19
CDR20291_0951	2192	2224	2306
CDR20291_0952	668	707	774
CDR20291_0953	1374	1530	1551
CDR20291_0954	1075	1105	1222
CDR20291_0955	3055	3106	3308
CDR20291_0956	320	398	368
CDR20291_0957	17878	16581	18535
CDR20291_0958	1200	1128	1045
CDR20291_0959	3075	3187	3136
CDR20291_0960	937	943	997
CDR20291_0961	169	193	149
CDR20291_0962	220	269	206
CDR20291_0963	250	291	238
CDR20291_0964	14834	14290	13458
CDR20291_0965	2773	2667	2648
CDR20291_0966	2649	2386	2441
CDR20291_0967	11192	10644	10695
CDR20291_0968	1168	1169	1455
CDR20291_0969	1640	1677	1732
CDR20291_0970	1134	1240	1390
CDR20291_0971	20092	20265	21421
CDR20291_0972	1425	1450	1506
CDR20291_0973	29645	29704	32865
CDR20291_0974	15119	14972	15974
CDR20291_0975	9744	9677	10313
CDR20291_0976	7468	7246	7736
CDR20291_0977	6674	6225	6721
CDR20291_0978	20455	20283	22214
CDR20291_0979	38	33	39
CDR20291_0980	17546	17979	17609
CDR20291_0981	16898	16406	16014
CDR20291_0982	34877	34592	34850
CDR20291_0983	13493	13617	13869
CDR20291_0984	6076	5947	6008
CDR20291_0985	58417	57859	60589
CDR20291_0986	14328	14085	15187
CDR20291_0987	19078	18818	19307
CDR20291_0988	4771	4902	5026
CDR20291_0989	12229	12446	12479
CDR20291_0990	3570	3641	3745
CDR20291_0991	98	107	93
CDR20291_0992	388	422	469
CDR20291_0993	10204	10455	10197
CDR20291_0994	29389	29403	32044
CDR20291_0995	8542	8102	8606
CDR20291_0996	2866	2819	2930
CDR20291_0997	6708	6294	6396
CDR20291_0998	11302	11183	9562
CDR20291_0999	15490	15631	13548
CDR20291_1000	15919	16322	14135
CDR20291_1001	8453	8543	7826
CDR20291_1002	1922	1867	1721
CDR20291_1003	1746	1758	1805
CDR20291_1004	443	458	527
CDR20291_1005	71	97	96
CDR20291_1006	1595	1614	2182
CDR20291_1007	29850	29467	43174
CDR20291_1008	15645	16383	23408
CDR20291_1009	33776	34068	45085
CDR20291_1010	37267	38486	49803
CDR20291_1011	4902	5033	5361
CDR20291_1012	37138	37547	34466
CDR20291_1013	21717	21726	20207
CDR20291_1014	5404	5330	5076
CDR20291_1015	8061	7962	6361
CDR20291_1016	15114	15075	11746
CDR20291_1017	15411	15508	12219
CDR20291_1018	16260	16537	12923
CDR20291_1019	16423	16572	13281
CDR20291_1020	12219	11944	9840
CDR20291_1021	2628	2504	2139
CDR20291_1022	33133	32604	27203
CDR20291_1023	4854	4429	4431
CDR20291_1024	7456	7376	7422
CDR20291_1025	7	12	8
CDR20291_1026	48	29	40
CDR20291_1027	311	337	312
CDR20291_1028	483	494	491
CDR20291_1029	8175	8067	7454
CDR20291_1030	28	35	30
CDR20291_1031	19	13	15
CDR20291_1032	3	0	0
CDR20291_1033	6	7	4
CDR20291_1034	50	44	37
CDR20291_1035	24	12	10
CDR20291_1036	26	13	20
CDR20291_1037	34	34	20
CDR20291_1038	5622	5686	6222
CDR20291_1039	2192	2364	2055
CDR20291_1040	1795	1913	1686
CDR20291_1041	4203	4172	3736
CDR20291_1042	367	366	323
CDR20291_1043	4698	4839	4242
CDR20291_1044	1984	2103	2010
CDR20291_1045	12420	13191	12117
CDR20291_1046	4561	4544	4536
CDR20291_1047	10514	11215	10497
CDR20291_1048	2003	2000	1786
CDR20291_1049	1775	1728	1777
CDR20291_1050	1454	1376	1418
CDR20291_1051	92	125	120
CDR20291_1052	22371	22410	24082
CDR20291_1053	9358	9363	8091
CDR20291_1054	5175	5154	4611
CDR20291_1055	4500	4136	3860
CDR20291_1056	5249	5252	4969
CDR20291_1057	9100	8823	8373
CDR20291_1058	4723	4580	4237
CDR20291_1059	1401	1365	1226
CDR20291_1060	4120	3930	3702
CDR20291_1061	8927	8819	8126
CDR20291_1062	5926	6134	5788
CDR20291_1063	2137	2167	2124
CDR20291_1064	4183	4178	3775
CDR20291_1065	2476	2466	1966
CDR20291_1066	11399	11262	9995
CDR20291_1067	2427	2249	2041
CDR20291_1068	2182	2009	2051
CDR20291_1069	1496	1329	1556
CDR20291_1070	2448	2338	3675
CDR20291_1071	141	165	141
CDR20291_1072	230	233	220
CDR20291_1073	7	9	5
CDR20291_1074	447	387	462
CDR20291_1075	69	68	49
CDR20291_1076	196	230	194
CDR20291_1077	133	127	126
CDR20291_1078	1051	1114	1075
CDR20291_1079	821	814	749
CDR20291_1080	64	62	88
CDR20291_1081	29	26	16
CDR20291_1082	94	88	71
CDR20291_1083	65	71	60
CDR20291_1084	83	97	67
CDR20291_1085	21434	22298	21638
CDR20291_1086	6852	7174	7379
CDR20291_1087	1915	1810	1913
CDR20291_1088	3488	3320	3877
CDR20291_1089	13832	13098	14383
CDR20291_1090	7507	7526	8381
CDR20291_1091	2815	2860	2600
CDR20291_1092	26651	26457	23142
CDR20291_1093	5880	5802	5853
CDR20291_1094	5276	5261	5543
CDR20291_1095	2810	2817	2851
CDR20291_1096	3591	3626	3536
CDR20291_1097	12855	12946	12290
CDR20291_1098	4432	4651	4056
CDR20291_1099	216	222	332
CDR20291_1100	34682	35423	42587
CDR20291_1101	6084	5794	6274
CDR20291_1102	1165	1167	1388
CDR20291_1103	4723	4579	5338
CDR20291_1104	1575	1705	2146
CDR20291_1105	2144	2120	2107
CDR20291_1106	2116	1939	1824
CDR20291_1107	1603	1613	1372
CDR20291_1108	1159	1157	1018
CDR20291_1109	996	960	899
CDR20291_1110	1508	1445	1154
CDR20291_1111	29	43	31
CDR20291_1112	268	240	224
CDR20291_1113	1865	1860	1764
CDR20291_1114	17832	17344	16723
CDR20291_1115	22099	22417	22301
CDR20291_1116	2167	2334	2185
CDR20291_1117	1178	1252	1321
CDR20291_1118	2486	2495	2289
CDR20291_1119	19384	19789	18945
CDR20291_1120	6157	6335	6286
CDR20291_1121	6846	7040	6405
CDR20291_1122	26337	26787	27292
CDR20291_1123	2443	2332	2446
CDR20291_1124	32014	32489	31554
CDR20291_1125	1126	1077	1169
CDR20291_1126	3683	3744	4510
CDR20291_1127	7277	7478	7650
CDR20291_1128	1373	1323	1119
CDR20291_1129	26540	26692	25232
CDR20291_1130	3	11	8
CDR20291_1131	154	178	154
CDR20291_1132	295	257	327
CDR20291_1133	826	872	845
CDR20291_1134	2098	2037	1698
CDR20291_1135	2911	2695	2155
CDR20291_1136	3540	3475	2965
CDR20291_1137	37	49	40
CDR20291_1138	72	83	78
CDR20291_1139	468	436	478
CDR20291_1140	4197	4350	4220
CDR20291_1141	107	105	115
CDR20291_1142	3	6	3
CDR20291_1143	1213	1224	1143
CDR20291_1144	2567	2679	2481
CDR20291_1145	14117	14353	15021
CDR20291_1146	7283	7527	6898
CDR20291_1147	2083	2121	1856
CDR20291_1148	14378	14349	14003
CDR20291_1149	1793	1780	1675
CDR20291_1150	1769	1590	1542
CDR20291_1151	34580	34815	34617
CDR20291_1152	4514	4530	4357
CDR20291_1153	14319	14485	13514
CDR20291_1154	12731	12999	12145
CDR20291_1155	13337	13225	12753
CDR20291_1156	16	10	15
CDR20291_1157	9141	9335	9355
CDR20291_1158	3002	2959	2634
CDR20291_1159	49593	50307	46169
CDR20291_1160	151	176	162
CDR20291_1161	7919	7596	8039
CDR20291_1162	1037	932	1108
CDR20291_1163	11277	11331	11564
CDR20291_1164	5237	5480	5462
CDR20291_1165	15802	15252	12875
CDR20291_1166	7868	7763	6571
CDR20291_1167	11906	12157	10670
CDR20291_1168	4067	3916	3548
CDR20291_1169	6629	6461	7968
CDR20291_1170	46632	46812	50038
CDR20291_1171	7445	7438	7884
CDR20291_1172	7576	7205	7069
CDR20291_1173	8496	8393	7461
CDR20291_1174	4293	4324	4530
CDR20291_1175	8713	8582	9309
CDR20291_1176	1989	2137	2118
CDR20291_1177	783	825	873
CDR20291_1178	971	962	882
CDR20291_1179	3378	3540	3387
CDR20291_1180	32104	31836	36783
CDR20291_1181	3162	3109	3249
CDR20291_1182	4322	4234	4175
CDR20291_1183	1158	1083	1225
CDR20291_1184	254	216	231
CDR20291_1185	9484	9491	9898
CDR20291_1186	2385	2438	2174
CDR20291_1187	332	360	333
CDR20291_1188	2090	1996	2004
CDR20291_1189	2376	2427	2165
CDR20291_1190	3602	3491	3293
CDR20291_1191	90	111	131
CDR20291_1192	106	105	103
CDR20291_1193	197	213	232
CDR20291_1194	2211	2255	1885
CDR20291_1195	3415	3334	3503
CDR20291_1196	92	85	75
CDR20291_1197	8071	8937	9459
CDR20291_1198	2895	2963	3226
CDR20291_1199	23981	23925	22449
CDR20291_1200	539	586	554
CDR20291_1201	460	448	510
CDR20291_1202	1169	1267	1202
CDR20291_1203	3	2	2
CDR20291_1204	48	40	45
CDR20291_1205	630	550	668
CDR20291_1206	2689	2575	2946
CDR20291_1207	1043	1031	1194
CDR20291_1208	1068	927	1128
CDR20291_1209	61	50	72
CDR20291_1210	4576	4249	4977
CDR20291_1211	474	415	470
CDR20291_1212	2554	2465	3012
CDR20291_1213	254	226	247
CDR20291_1214	388	359	413
CDR20291_1215	1385	1371	1522
CDR20291_1216	817	827	996
CDR20291_1217	1262	1199	1356
CDR20291_1218	9246	8945	10126
CDR20291_1219	17	22	27
CDR20291_1220	75	82	71
CDR20291_1221	7579	7744	7335
CDR20291_1222	4679	4842	4908
CDR20291_1223	26	8	15
CDR20291_1224	53	46	58
CDR20291_1225	522	538	546
CDR20291_1226	1540	1526	1609
CDR20291_1227	331	234	282
CDR20291_1228	2134	2276	2524
CDR20291_1229	3080	3172	3058
CDR20291_1230	278	210	217
CDR20291_1231	526	551	467
CDR20291_1232	330	359	304
CDR20291_1233	828	887	837
CDR20291_1234	2126	2191	1900
CDR20291_1235	26	27	45
CDR20291_1236	64	53	64
CDR20291_1237	461	516	483
CDR20291_1238	3003	3037	3350
CDR20291_1239	2978	2899	2376
CDR20291_1240	4914	4827	4809
CDR20291_1241	950	900	703
CDR20291_1242	4723	4854	4625
CDR20291_1243	198	189	248
CDR20291_1244	153	141	147
CDR20291_1245	939	839	892
CDR20291_1246	3447	3251	3164
CDR20291_1247	1978	2042	1939
CDR20291_1248	253	224	195
CDR20291_1249	4334	4283	4458
CDR20291_1250	74700	73861	69778
CDR20291_1251	7441	7433	7468
CDR20291_1252	7829	7730	7052
CDR20291_1253	2632	2551	2377
CDR20291_1254	1828	1807	1705
CDR20291_1255	1985	2168	1766
CDR20291_1256	8082	7915	7365
CDR20291_1257	4050	4242	4018
CDR20291_1258	2256	2304	1791
CDR20291_1259	1111	1167	1136
CDR20291_1260	1029	975	936
CDR20291_1261	5990	6130	5732
CDR20291_1262	1450	1364	938
CDR20291_1263	17	21	8
CDR20291_1264	4151	4178	5351
CDR20291_1265	1098	1198	1080
CDR20291_1266	3265	3397	3807
CDR20291_1267	1686	1598	1447
CDR20291_1268	5566	5272	4585
CDR20291_1269	533	521	533
CDR20291_1270	65	60	60
CDR20291_1271	154	200	227
CDR20291_1272	1412	1461	1427
CDR20291_1273	947	888	915
CDR20291_1274	266	259	258
CDR20291_1275	5	5	1
CDR20291_1276	421	376	414
CDR20291_1277	582	611	660
CDR20291_1278	3791	3698	4228
CDR20291_1279	24	21	20
CDR20291_1280	2804	2700	2725
CDR20291_1281	803	942	897
CDR20291_1282	296	315	304
CDR20291_1283	2257	2294	2598
CDR20291_1284	2547	2448	2508
CDR20291_1285	7908	7347	7992
CDR20291_1286	3328	3175	3246
CDR20291_1287	9693	9391	9069
CDR20291_1288	2489	2509	2655
CDR20291_1289	6542	6486	6903
CDR20291_1290	11720	11653	11860
CDR20291_1291	1879	1738	2267
CDR20291_1292	2239	2165	2352
CDR20291_1293	1969	1852	2026
CDR20291_1294	1780	1685	1972
CDR20291_1295	5231	5109	5636
CDR20291_1296	1934	1850	2057
CDR20291_1297	2753	2455	2846
CDR20291_1298	4755	4527	4818
CDR20291_1299	8711	8917	8850
CDR20291_1300	2402	2383	2372
CDR20291_1301	4579	4303	4417
CDR20291_1302	8090	8149	8224
CDR20291_1303	13041	12738	11553
CDR20291_1304	13504	13273	12229
CDR20291_1305	891	818	785
CDR20291_1306	3055	3154	3219
CDR20291_1307	2103	2173	2128
CDR20291_1308	4234	4013	4077
CDR20291_1309	1002	1104	1181
CDR20291_1310	2286	2066	2276
CDR20291_1311	718	715	756
CDR20291_1312	80	71	100
CDR20291_1313	251	325	292
CDR20291_1314	505	540	476
CDR20291_1315	225	243	236
CDR20291_1316	1419	1268	1369
CDR20291_1317	11656	11636	12067
CDR20291_1318	56995	56830	55205
CDR20291_1319	46	59	44
CDR20291_1320	8429	8528	7058
CDR20291_1321	1859	1842	1821
CDR20291_1322	2003	1910	1955
CDR20291_1323	21369	21014	23608
CDR20291_1324	2475	2545	2496
CDR20291_1325	6599	6695	6317
CDR20291_1326	112	110	127
CDR20291_1327	96	96	118
CDR20291_1328	2337	2387	2577
CDR20291_1329	73	67	74
CDR20291_1330	2411	2635	2601
CDR20291_1331	1845	1802	1734
CDR20291_1332	1667	1672	1671
CDR20291_1333	6929	7124	7799
CDR20291_1334	27	25	24
CDR20291_1335	41	43	47
CDR20291_1336	149	141	114
CDR20291_1337	652	642	551
CDR20291_1338	1885	1895	1679
CDR20291_1339	1693	1780	1915
CDR20291_1340	1184	1167	1295
CDR20291_1341	2714	2560	2579
CDR20291_1342	3934	3733	4063
CDR20291_1343	913	844	1010
CDR20291_1344	5006	4949	5205
CDR20291_1345	8294	8213	7829
CDR20291_1346	19525	19871	20061
CDR20291_1347	4271	4275	4548
CDR20291_1348	4929	4794	5222
CDR20291_1349	5877	5976	5357
CDR20291_1350	2639	2657	2598
CDR20291_1351	92	101	99
CDR20291_1352	470	447	398
CDR20291_1353	310	329	315
CDR20291_1354	1674	1563	1290
CDR20291_1355	639	603	636
CDR20291_1356	49	38	32
CDR20291_1357	1088	1140	1095
CDR20291_1358	682	683	675
CDR20291_1359	2560	2587	2959
CDR20291_1360	305	352	308
CDR20291_1361	1656	1612	1897
CDR20291_1362	1967	2083	2285
CDR20291_1363	1307	1206	1346
CDR20291_1364	2808	2726	2870
CDR20291_1365	841	852	719
CDR20291_1366	2468	2499	2469
CDR20291_1367	58	46	55
CDR20291_1368	384	382	484
CDR20291_1369	601	631	699
CDR20291_1370	23808	23497	23290
CDR20291_1371	22811	22802	23130
CDR20291_1372	4635	4481	4084
CDR20291_1373	36951	38597	41343
CDR20291_1374	1441	1502	1446
CDR20291_1375	6960	7241	7134
CDR20291_1376	19484	19725	18760
CDR20291_1377	7951	8037	7250
CDR20291_1378	17346	17723	16341
CDR20291_1379	1156	1119	1012
CDR20291_1380	474	423	450
CDR20291_1381	157	185	173
CDR20291_1382	440	442	410
CDR20291_1383	3226	3227	3387
CDR20291_1384	6650	6776	7151
CDR20291_1385	21862	21729	25061
CDR20291_1386	40480	41234	46132
CDR20291_1387	6492	6436	7324
CDR20291_1388	154	128	127
CDR20291_1389	202	237	172
CDR20291_1390	16403	15902	14216
CDR20291_1391	22082	21807	19097
CDR20291_1392	180	192	184
CDR20291_1393	251	242	264
CDR20291_1394	3712	4048	4862
CDR20291_1395	3951	4238	5845
CDR20291_1396	2697	2626	3508
CDR20291_1397	1860	1845	2615
CDR20291_1398	3981	3842	5132
CDR20291_1399	2005	1980	2617
CDR20291_1400	1896	1947	2784
CDR20291_1401	2018	1879	3239
CDR20291_1402	2246	2048	3368
CDR20291_1403	2111	1969	2699
CDR20291_1404	9233	9335	7566
CDR20291_1405	2053	2073	2211
CDR20291_1406	3493	3376	3502
CDR20291_1407	1090	981	1014
CDR20291_1408	2672	2299	2399
CDR20291_1409	1916	1789	1885
CDR20291_1410	3490	3527	3907
CDR20291_1411	2737	2623	2749
CDR20291_1412	10	5	8
CDR20291_1413	181	191	169
CDR20291_1414	475	458	510
CDR20291_1415	2004	1808	2032
CDR20291_1416	3703	3678	3685
CDR20291_1417	4091	4137	4003
CDR20291_1418	495	546	594
CDR20291_1419	3	5	1
CDR20291_1420	50	50	85
CDR20291_1421	125	122	168
CDR20291_1422	60	30	33
CDR20291_1423	139	127	149
CDR20291_1424	188	187	207
CDR20291_1425	382	385	387
CDR20291_1426	192	166	166
CDR20291_1427	51	72	74
CDR20291_1428	118	101	157
CDR20291_1429	1485	1461	1539
CDR20291_1430	502	511	505
CDR20291_1431	183	192	195
CDR20291_1432	460	374	411
CDR20291_1433	413	445	423
CDR20291_1434	775	770	877
CDR20291_1435	185	154	165
CDR20291_1436	388	372	428
CDR20291_1437	91	57	106
CDR20291_1438	81	65	73
CDR20291_1439	1799	1835	1820
CDR20291_1440	94	124	120
CDR20291_1441	568	591	662
CDR20291_1442	135	171	191
CDR20291_1443	1064	980	1039
CDR20291_1444	47	60	78
CDR20291_1445	67	73	100
CDR20291_1446	771	823	924
CDR20291_1447	1857	1876	2175
CDR20291_1448	1417	1341	1551
CDR20291_1449	628	641	595
CDR20291_1450	95	112	104
CDR20291_1451	377	411	420
CDR20291_1452	22	13	31
CDR20291_1453	41	32	48
CDR20291_1454	227	261	235
CDR20291_1455	123	97	113
CDR20291_1456	223	228	198
CDR20291_1457	268	272	290
CDR20291_1458	17	34	35
CDR20291_1459	8	14	8
CDR20291_1460	79	52	96
CDR20291_1461	6	16	16
CDR20291_1462	1557	1660	1680
CDR20291_1463	91	88	71
CDR20291_1464	2997	2940	2989
CDR20291_1465	23	27	29
CDR20291_1466	1305	1158	1268
CDR20291_1467	859	879	662
CDR20291_1468	0	0	0
CDR20291_1469	864	849	832
CDR20291_1468_0	0	0	0
CDR20291_1470	818	793	714
CDR20291_1471	1188	1138	1118
CDR20291_1472	7	5	24
CDR20291_1473	1955	1995	2053
CDR20291_1474	9014	9309	9530
CDR20291_1475	450	466	316
CDR20291_1476	1581	1680	1495
CDR20291_1477	73	78	82
CDR20291_1478	63	36	32
CDR20291_1479	3097	3079	3062
CDR20291_1480	2172	2499	2873
CDR20291_1481	2231	2353	2668
CDR20291_1482	818	799	1349
CDR20291_1483	480	440	959
CDR20291_1484	507	413	861
CDR20291_1485	516	492	1259
CDR20291_1486	265	293	652
CDR20291_1487	311	322	704
CDR20291_1488	6787	7124	7097
CDR20291_1489	241	259	265
CDR20291_1490	459	497	438
CDR20291_1491	171	145	153
CDR20291_1492	840	854	886
CDR20291_1493	720	665	735
CDR20291_1494	4156	4219	4383
CDR20291_1495	571	586	589
CDR20291_1496	58	29	51
CDR20291_1497	291	286	353
CDR20291_1498	361	283	370
CDR20291_1499	286	297	326
CDR20291_1500	604	577	622
CDR20291_1501	208	199	219
CDR20291_1502	133	170	134
CDR20291_1503	38	34	40
CDR20291_1504	44	45	52
CDR20291_1505	236	161	271
CDR20291_1506	73	52	61
CDR20291_1507	396	400	337
CDR20291_1508	146	108	125
CDR20291_1509	407	382	351
CDR20291_1510	2469	2566	2642
CDR20291_1511	452	465	426
CDR20291_1512	1470	1482	1369
CDR20291_1513	3760	3904	3700
CDR20291_1514	7138	6843	5855
CDR20291_1515	311	284	260
CDR20291_1516	1082	1030	939
CDR20291_1517	888	898	860
CDR20291_1518	1952	1916	1611
CDR20291_1519	2505	2373	2002
CDR20291_1520	332	318	467
CDR20291_1521	26496	25426	28714
CDR20291_1522	3214	3285	3073
CDR20291_1523	4897	5018	4861
CDR20291_1524	142	115	120
CDR20291_1525	111	74	121
CDR20291_1526	788	790	763
CDR20291_1527	1015	1111	1014
CDR20291_1528	654	663	624
CDR20291_1529	134	141	122
CDR20291_1530	1217	1136	1204
CDR20291_1531	3370	3246	3348
CDR20291_1532	7736	7804	9115
CDR20291_1533	7622	7675	8686
CDR20291_1534	5746	5922	6229
CDR20291_1535	41830	44589	44470
CDR20291_1536	14526	14598	14600
CDR20291_1537	15322	15642	15732
CDR20291_1538	3593	3666	3444
CDR20291_1539	3464	3141	3178
CDR20291_1540	3895	3963	3995
CDR20291_1541	2184	2239	2264
CDR20291_1542	2635	2513	2508
CDR20291_1543	3298	3448	3226
CDR20291_1544	2216	2234	2260
CDR20291_1545	72	63	61
CDR20291_1546	52	56	39
CDR20291_1547	40	40	32
CDR20291_1548	114	85	85
CDR20291_1549	1011	1078	972
CDR20291_1550	2383	2395	2484
CDR20291_1551	1550	1476	1370
CDR20291_1552	1296	1271	1227
CDR20291_1553	7529	7494	6423
CDR20291_1554	0	0	0
CDR20291_1555	1812	1867	2139
CDR20291_1556	1082	1193	1374
CDR20291_1557	2098	2100	1831
CDR20291_1558	294	298	369
CDR20291_1559	537	484	491
CDR20291_1560	4506	4759	4572
CDR20291_1561	1235	1276	1315
CDR20291_1562	4427	4449	5876
CDR20291_1563	729	734	667
CDR20291_1564	1593	1587	1470
CDR20291_1565	90	63	83
CDR20291_1566	162	134	149
CDR20291_1567	84	100	59
CDR20291_1568	237	184	177
CDR20291_1569	392	359	326
CDR20291_1570	243	260	282
CDR20291_1571	663	705	660
CDR20291_1572	484	487	460
CDR20291_1573	1190	1228	1149
CDR20291_1574	167	203	181
CDR20291_1575	51	57	60
CDR20291_1576	9	9	8
CDR20291_1577	594	611	485
CDR20291_1578	583	587	515
CDR20291_1579	968	1011	847
CDR20291_1580	40470	39757	36637
CDR20291_1581	20288	19772	18231
CDR20291_1582	24613	23412	21464
CDR20291_1583	1047	992	1007
CDR20291_1584	2273	2095	1990
CDR20291_1585	3759	3678	3482
CDR20291_1586	2859	2860	2972
CDR20291_1587	4809	4627	4671
CDR20291_1588	2368	2407	2908
CDR20291_1589	12001	11910	13485
CDR20291_1590	10270	9514	10719
CDR20291_1591	17266	16952	20975
CDR20291_1592	2522	2532	2676
CDR20291_1593	3322	3328	3321
CDR20291_1594	2318	2430	1932
CDR20291_1595	432	424	431
CDR20291_1596	1251	1274	1217
CDR20291_1597	744	852	767
CDR20291_1598	2062	2075	2053
CDR20291_1599	1949	2058	1944
CDR20291_1600	1060	1017	1086
CDR20291_1601	84	88	86
CDR20291_1602	209	232	192
CDR20291_1603	58	31	48
CDR20291_1604	172	160	165
CDR20291_1605	92	82	60
CDR20291_1606	95	83	81
CDR20291_1607	4160	4268	3774
CDR20291_1608	1501	1509	1317
CDR20291_1609	1305	1286	1223
CDR20291_1610	3310	3588	3700
CDR20291_1611	1228	1174	1310
CDR20291_1612	3083	2793	2925
CDR20291_1613	1310	1235	1420
CDR20291_1614	1181	1110	1110
CDR20291_1615	2022	2211	1747
CDR20291_1616	3015	3164	2623
CDR20291_1617	6113	6560	5448
CDR20291_1618	837	828	705
CDR20291_1619	1006	888	1118
CDR20291_1620	2259	2446	2120
CDR20291_1621	346	368	373
CDR20291_1622	510	455	491
CDR20291_1623	19	15	14
CDR20291_1624	353	334	370
CDR20291_1625	427	432	467
CDR20291_1626	626	538	426
CDR20291_1627	16733	17182	17684
CDR20291_1628	2074	1921	1871
CDR20291_1629	1768	1807	1722
CDR20291_1630	3012	2893	2882
CDR20291_1631	1694	1562	1442
CDR20291_1632	681	728	675
CDR20291_1633	462	505	556
CDR20291_1634	964	1031	968
CDR20291_1635	1579	1605	1574
CDR20291_1636	1155	942	1031
CDR20291_1637	344	365	384
CDR20291_1638	320	288	316
CDR20291_1639	716	773	961
CDR20291_1640	63	67	59
