gene	norm_1	norm_2	norm_3
CDR20291_0999	40437	36720	41451
CDR20291_1002	4823	4668	5478
CDR20291_1004	1288	1209	1391
CDR20291_1005	180	200	239
CDR20291_1006	1538	1393	1587
CDR20291_1007	628	683	643
CDR20291_1010	1814	1907	1828
CDR20291_1011	4118	3971	4361
CDR20291_1013	51354	48204	52666
CDR20291_1023	4886	5166	4398
CDR20291_1024	8076	8624	7587
CDR20291_1025	23	14	8
CDR20291_1026	77	85	82
CDR20291_1027	936	899	931
CDR20291_1028	1178	1338	1060
CDR20291_1038	14087	13637	13912
CDR20291_1044	4394	4650	4459
CDR20291_1046	8566	8614	7774
CDR20291_1048	5566	5520	5382
CDR20291_1049	3652	3439	3616
CDR20291_1053	19330	19569	18396
CDR20291_1054	9817	10023	9367
CDR20291_1055	8002	7920	7328
CDR20291_1056	9667	9806	9016
CDR20291_1057	16390	16307	15512
CDR20291_1059	2278	2293	2281
CDR20291_1064	9178	8875	8714
CDR20291_1065	6111	5699	6111
CDR20291_1066	26908	26225	27372
CDR20291_1067	3203	3332	3108
CDR20291_1068	4900	5252	4246
CDR20291_1069	2460	2406	2636
CDR20291_1070	3127	3217	3445
CDR20291_1071	365	353	358
CDR20291_1072	456	499	474
CDR20291_1073	27	12	17
CDR20291_1074	890	805	844
CDR20291_1075	145	117	124
CDR20291_1076	435	462	523
CDR20291_1077	271	194	241
CDR20291_1078	3207	3452	3346
CDR20291_1080	194	192	225
CDR20291_1081	106	112	101
CDR20291_1082	234	229	227
CDR20291_1083	188	197	146
CDR20291_1084	287	236	250
CDR20291_1086	20983	19327	20230
CDR20291_1088	4533	4954	3776
CDR20291_1091	6991	7137	7320
CDR20291_1094	13620	12971	13482
CDR20291_1098	11297	11387	12245
CDR20291_1099	258	263	249
CDR20291_1100	69729	72023	73241
CDR20291_1101	8876	9578	9001
CDR20291_1103	9873	10549	10540
CDR20291_1104	3669	3799	3662
CDR20291_1105	3430	3412	3857
CDR20291_1106	3989	3227	4132
CDR20291_1107	2732	2440	2824
CDR20291_1108	2117	2095	2256
CDR20291_1109	2743	2713	2809
CDR20291_1110	3713	3690	4019
CDR20291_1111	66	78	63
CDR20291_1112	548	523	430
CDR20291_1113	3634	3479	3562
CDR20291_1116	3599	3619	3747
CDR20291_1117	1952	1850	1940
CDR20291_1118	5370	5353	5361
CDR20291_1120	13713	14014	13527
CDR20291_1123	4430	4372	4321
CDR20291_1124	64095	64468	64174
CDR20291_1125	2677	2789	2380
CDR20291_1126	7719	7472	7535
CDR20291_1128	3210	2739	3469
CDR20291_1129	67424	63453	69946
CDR20291_1130	28	14	28
CDR20291_1132	593	560	613
CDR20291_1133	1677	1563	1659
CDR20291_1134	6040	5982	5676
CDR20291_1137	53	52	73
CDR20291_1138	248	224	235
CDR20291_1139	969	946	1011
CDR20291_1141	214	244	288
CDR20291_1142	8	13	12
CDR20291_1143	3920	3946	3843
CDR20291_1144	5878	5919	6053
CDR20291_1147	4173	4047	3946
CDR20291_1149	3068	2855	2717
CDR20291_1150	2687	2660	2424
CDR20291_1153	27980	26778	25694
CDR20291_1156	35	26	39
CDR20291_1158	6102	6138	6138
CDR20291_1160	425	353	397
CDR20291_1161	16346	16432	15129
CDR20291_1162	2159	1943	1816
CDR20291_1166	15795	15968	14820
CDR20291_1167	25878	26181	24988
CDR20291_1170	77657	77982	76930
CDR20291_1171	17727	16264	17409
CDR20291_1175	17536	17235	17028
CDR20291_1176	5447	5142	5347
CDR20291_1178	2082	2025	2060
CDR20291_1180	52317	51127	52610
CDR20291_1181	5947	5753	5845
CDR20291_1183	2747	2515	2941
CDR20291_1184	504	444	499
CDR20291_1186	4709	4314	5181
CDR20291_1187	641	599	524
CDR20291_1188	3413	3391	2669
CDR20291_1189	4256	4253	3714
CDR20291_1190	8824	8263	9117
CDR20291_1191	204	262	209
CDR20291_1192	154	164	181
CDR20291_1193	578	621	561
CDR20291_1194	5348	4648	5076
CDR20291_1195	7442	7398	7612
CDR20291_1196	198	183	173
CDR20291_1198	5108	5258	5460
CDR20291_1199	56374	51297	57337
CDR20291_1200	1266	1197	1254
CDR20291_1201	1077	1043	1044
CDR20291_1202	3219	3333	3238
CDR20291_1203	3	1	5
CDR20291_1204	75	91	88
CDR20291_1205	843	945	687
CDR20291_1206	3529	3660	2790
CDR20291_1207	1373	1479	1138
CDR20291_1208	1394	1425	1110
CDR20291_1209	73	99	44
CDR20291_1210	4913	5710	3338
CDR20291_1211	469	583	338
CDR20291_1212	3066	3410	1903
CDR20291_1213	246	280	157
CDR20291_1214	401	482	288
CDR20291_1215	1613	1786	1039
CDR20291_1216	933	1116	626
CDR20291_1217	1407	1431	968
CDR20291_1218	10962	12463	7715
CDR20291_1219	23	24	9
CDR20291_1220	124	158	97
CDR20291_1221	17759	17536	17826
CDR20291_1222	9467	9059	9533
CDR20291_1223	37	38	51
CDR20291_1224	149	164	146
CDR20291_1225	1262	1352	1278
CDR20291_1226	3068	3416	2494
CDR20291_1227	610	579	514
CDR20291_1229	7334	7166	7320
CDR20291_1230	2993	2861	2677
CDR20291_1231	4446	4105	4473
CDR20291_1232	2591	2476	2620
CDR20291_1233	5558	5508	5542
CDR20291_1234	5717	5795	5760
CDR20291_1235	144	145	148
CDR20291_1236	245	281	250
CDR20291_1237	1226	1324	1326
CDR20291_1238	7458	7693	7664
CDR20291_1239	7714	7779	7925
CDR20291_1240	12351	11884	12314
CDR20291_1241	1762	1576	1839
CDR20291_1242	12207	11706	12536
CDR20291_1243	686	806	795
CDR20291_1244	466	511	572
CDR20291_1245	2248	2159	2123
CDR20291_1246	10966	10530	10410
CDR20291_1247	5102	4715	5337
CDR20291_1249	8682	8343	8386
CDR20291_1250	117235	116214	121692
CDR20291_1251	12964	12305	13731
CDR20291_1252	17510	16409	16493
CDR20291_1253	5000	4942	4725
CDR20291_1254	4320	4233	4224
CDR20291_1256	19996	18837	20617
CDR20291_1257	9600	8998	9657
CDR20291_1258	4194	4068	4579
CDR20291_1259	2124	2288	2086
CDR20291_1260	1295	1287	1508
CDR20291_1261	12784	12728	13544
CDR20291_1262	2448	2004	2566
CDR20291_1263	31	29	41
CDR20291_1264	7790	7431	6945
CDR20291_1265	2046	2024	2414
CDR20291_1266	3517	3507	3605
CDR20291_1267	4276	3678	4209
CDR20291_1268	13934	12457	13470
CDR20291_1269	1308	1128	1341
CDR20291_1270	158	149	144
CDR20291_1271	520	658	606
CDR20291_1272	3311	3267	3350
CDR20291_1273	1938	1955	2063
CDR20291_1274	699	692	709
CDR20291_1275	13	18	14
CDR20291_1276	1032	1031	1006
CDR20291_1277	1158	1201	1384
CDR20291_1278	9289	9213	9823
CDR20291_1279	38	28	46
CDR20291_1280	4120	3938	3044
CDR20291_1281	1858	1808	1700
CDR20291_1282	714	738	700
CDR20291_1283	5359	5548	5270
CDR20291_1284	5761	5466	4754
CDR20291_1285	14985	15423	11851
CDR20291_1286	7130	7095	6326
CDR20291_1287	19854	18533	18981
CDR20291_1288	2539	2757	2503
CDR20291_1289	6846	7315	6669
CDR20291_1290	13179	13408	13978
CDR20291_1291	3444	3253	3249
CDR20291_1292	3236	3300	2888
CDR20291_1293	2811	2759	2460
CDR20291_1297	4168	4217	3987
CDR20291_1302	16785	17861	16562
CDR20291_1305	1654	1762	1583
CDR20291_1306	6581	6512	6289
CDR20291_1308	8133	7529	8126
CDR20291_1309	1309	1353	1427
CDR20291_1310	2124	2117	2352
CDR20291_1311	771	847	840
CDR20291_1312	239	252	231
CDR20291_1313	736	681	629
CDR20291_1314	992	1022	882
CDR20291_1315	460	470	360
CDR20291_1316	2715	2567	2377
CDR20291_1317	21886	22135	22787
CDR20291_1318	111901	112145	107830
CDR20291_1319	109	118	105
CDR20291_1320	23460	23973	24844
CDR20291_1321	2959	2963	2875
CDR20291_1322	3391	3453	3504
CDR20291_1323	28804	33257	30801
CDR20291_1324	6866	6402	7045
CDR20291_1325	17346	15668	17744
CDR20291_1326	178	188	219
CDR20291_1329	127	138	151
CDR20291_1330	5156	5443	5256
CDR20291_1334	69	82	63
CDR20291_1335	92	83	75
CDR20291_1336	709	708	711
CDR20291_1337	2965	2883	3046
CDR20291_1338	4665	4175	4675
CDR20291_1342	4766	4632	4603
CDR20291_1343	830	795	873
CDR20291_1344	14170	13598	14477
CDR20291_1346	54820	50165	52430
CDR20291_1347	11067	10922	10694
CDR20291_1349	15428	14824	16390
CDR20291_1351	238	278	225
CDR20291_1352	1145	1175	1250
CDR20291_1353	813	734	809
CDR20291_1354	14847	12818	15340
CDR20291_1355	1700	1692	1566
CDR20291_1356	108	68	94
CDR20291_1357	2918	2855	2925
CDR20291_1358	1926	1919	1932
CDR20291_1359	5124	5749	5305
CDR20291_1360	1152	1098	1119
CDR20291_1363	1298	1243	1394
CDR20291_1364	5725	5938	5653
CDR20291_1365	1560	1421	1590
CDR20291_1368	1642	1435	1637
CDR20291_1369	1437	1388	1379
CDR20291_1371	62926	58172	64407
CDR20291_1372	9902	9259	10237
CDR20291_1373	61878	64796	61720
CDR20291_1374	3406	3534	3705
CDR20291_1376	45256	42119	44993
CDR20291_1377	18099	17308	17896
CDR20291_1378	40871	39559	41987
CDR20291_1379	2567	2391	2559
CDR20291_1380	1361	1367	1306
CDR20291_1381	421	375	394
CDR20291_1382	814	780	843
CDR20291_1383	6115	6344	6659
CDR20291_1385	31162	30184	31446
CDR20291_1387	7621	7052	7383
CDR20291_1388	213	202	229
CDR20291_1389	297	266	258
CDR20291_1390	37485	35824	38576
CDR20291_1391	45881	42760	47126
CDR20291_1392	339	338	388
CDR20291_1393	474	450	494
CDR20291_1394	5787	5417	6741
CDR20291_1395	5136	5268	6397
CDR20291_1404	28887	28625	29313
CDR20291_1405	2703	2646	1914
CDR20291_1406	5124	5038	3816
CDR20291_1408	3008	3150	2118
CDR20291_1409	2204	2228	1609
CDR20291_1410	4362	4756	3247
CDR20291_1411	2990	3113	2402
CDR20291_1412	12	32	57
CDR20291_1415	3330	3461	2994
CDR20291_1416	8127	7560	7655
CDR20291_1417	7904	7221	7694
CDR20291_1418	1219	1319	1297
CDR20291_1419	5	12	3
CDR20291_1420	89	91	60
CDR20291_1421	166	276	146
CDR20291_1422	57	71	51
CDR20291_1423	184	227	190
CDR20291_1424	281	329	254
CDR20291_1425	565	647	411
CDR20291_1426	203	242	179
CDR20291_1427	104	83	75
CDR20291_1428	226	184	173
CDR20291_1429	2550	2571	2613
CDR20291_1430	901	861	878
CDR20291_1431	242	266	210
CDR20291_1432	500	564	344
CDR20291_1433	518	585	473
CDR20291_1434	1190	1272	1090
CDR20291_1435	201	229	148
CDR20291_1436	486	599	410
CDR20291_1437	136	156	99
CDR20291_1438	100	125	85
CDR20291_1439	4206	4472	4329
CDR20291_1440	161	166	157
CDR20291_1441	748	829	716
CDR20291_1442	192	216	196
CDR20291_1443	1737	1775	1796
CDR20291_1444	151	147	128
CDR20291_1445	220	277	239
CDR20291_1446	1415	1665	1663
CDR20291_1447	4385	4189	4654
CDR20291_1448	3364	2987	3367
CDR20291_1449	938	1017	785
CDR20291_1450	176	212	179
CDR20291_1451	476	576	444
CDR20291_1452	20	33	27
CDR20291_1453	56	78	71
CDR20291_1454	376	426	320
CDR20291_1455	161	167	98
CDR20291_1456	247	324	229
CDR20291_1457	366	456	306
CDR20291_1458	51	50	46
CDR20291_1459	9	11	20
CDR20291_1460	132	141	140
CDR20291_1461	28	32	19
CDR20291_1462	3713	3291	3553
CDR20291_1463	154	152	142
CDR20291_1464	7360	7212	6401
CDR20291_1465	81	102	77
CDR20291_1466	1362	1572	1586
CDR20291_1467	4044	3756	4002
CDR20291_1468	0	0	0
CDR20291_1468_0	0	0	0
CDR20291_1469	1625	1554	1578
CDR20291_1470	2879	2583	2763
CDR20291_1471	3268	3102	3207
CDR20291_1472	32	41	29
CDR20291_1473	4241	4144	4056
CDR20291_1475	1034	987	1048
CDR20291_1476	3201	2970	3123
CDR20291_1478	371	427	326
CDR20291_1480	2443	2494	2574
CDR20291_1481	5451	5680	5584
CDR20291_1482	896	832	778
CDR20291_1483	300	233	263
CDR20291_1484	130	103	109
CDR20291_1485	140	140	120
CDR20291_1486	136	160	99
CDR20291_1487	371	413	403
CDR20291_1488	6454	6821	8271
CDR20291_1495	1487	1427	1480
CDR20291_1496	131	122	141
CDR20291_1500	1580	1752	1702
CDR20291_1501	529	524	638
CDR20291_1502	327	264	376
CDR20291_1503	79	73	84
CDR20291_1504	133	143	87
CDR20291_1505	546	544	447
CDR20291_1506	145	108	117
CDR20291_1507	805	794	681
CDR20291_1508	302	229	233
CDR20291_1509	768	839	799
CDR20291_1510	6548	7027	7218
CDR20291_1511	1525	1413	1709
CDR20291_1512	4029	3750	3937
CDR20291_1513	10170	8994	10004
CDR20291_1514	15715	14121	16180
CDR20291_1515	1132	1042	1052
CDR20291_1516	4021	3526	3811
CDR20291_1517	3038	2599	2909
CDR20291_1518	4116	3938	4529
CDR20291_1519	6200	6185	6509
CDR20291_1520	384	424	395
CDR20291_1521	23413	27952	24894
CDR20291_1525	226	241	294
CDR20291_1527	3843	3759	3788
CDR20291_1528	1730	1604	1854
CDR20291_1531	9118	8810	9779
CDR20291_1532	14771	15151	14016
CDR20291_1533	13815	13958	13688
CDR20291_1534	11275	11394	10493
CDR20291_1535	91411	94482	88956
CDR20291_1536	22992	22530	21733
CDR20291_1537	28351	28934	27175
CDR20291_1538	5660	5862	4764
CDR20291_1539	5463	5527	4291
CDR20291_1540	7427	7769	6566
CDR20291_1541	4359	4257	3877
CDR20291_1542	5976	5744	6225
CDR20291_1543	7300	7634	8251
CDR20291_1544	5418	5455	5584
CDR20291_1545	207	179	203
CDR20291_1546	100	85	94
CDR20291_1547	85	96	70
CDR20291_1548	214	203	209
CDR20291_1549	2835	2858	2976
CDR20291_1550	6886	6384	6752
CDR20291_1551	5875	5963	5869
CDR20291_1553	42769	43261	44486
CDR20291_1554	12	9	7
CDR20291_1555	2467	2480	2742
CDR20291_1557	7302	6894	7320
CDR20291_1558	760	781	771
CDR20291_1559	923	870	1091
CDR20291_1561	2808	2905	2972
CDR20291_1563	876	878	985
CDR20291_1564	5228	5702	5355
CDR20291_1565	167	154	143
CDR20291_1566	301	263	282
CDR20291_1567	134	143	178
CDR20291_1568	406	361	438
CDR20291_1569	664	686	683
CDR20291_1570	610	548	533
CDR20291_1571	1723	1822	1765
CDR20291_1572	1311	1258	1412
CDR20291_1574	531	542	610
CDR20291_1575	107	118	115
CDR20291_1576	45	22	19
CDR20291_1577	1550	1592	1740
CDR20291_1578	1464	1608	1719
CDR20291_1579	2655	2819	2851
CDR20291_1581	46976	42538	47143
CDR20291_1582	53205	45131	53010
CDR20291_1583	1575	1511	1397
CDR20291_1584	3362	3453	2474
CDR20291_1585	5652	5768	4470
CDR20291_1586	4324	4547	3507
CDR20291_1587	7152	7183	6365
CDR20291_1590	9774	9948	11685
CDR20291_1591	19138	20959	21816
CDR20291_1592	5864	5305	5797
CDR20291_1593	10973	9749	10755
CDR20291_1594	36458	32447	34631
CDR20291_1606	208	248	253
CDR20291_1607	9510	8986	10039
CDR20291_1608	3921	3612	3756
CDR20291_1609	3206	2992	3171
CDR20291_1610	8745	9481	8929
CDR20291_1614	2508	2671	2511
CDR20291_1615	14159	14345	16295
CDR20291_1616	19509	19059	21701
CDR20291_1617	37014	36156	39857
CDR20291_1618	3607	3245	3467
CDR20291_1619	2863	2593	2639
CDR20291_1620	7113	7079	7300
CDR20291_1621	1248	1200	1153
CDR20291_1622	1392	1334	1431
CDR20291_1623	21	26	25
CDR20291_1624	1169	1171	1184
CDR20291_1625	1530	1441	1534
CDR20291_1626	3360	3224	3286
CDR20291_1627	29907	30382	31245
CDR20291_1628	4089	4108	3709
CDR20291_1629	3648	3675	3268
CDR20291_1630	6368	6732	5763
CDR20291_1631	3132	3138	3116
CDR20291_1632	1683	1740	1860
CDR20291_1633	1403	1334	1414
CDR20291_1634	2917	2842	2833
CDR20291_1635	3190	3271	3170
CDR20291_1636	2163	2083	1871
CDR20291_1639	1863	1995	1931
CDR20291_1642	1782	1762	1632
CDR20291_1643	99498	91416	97761
CDR20291_1645	35804	34176	35340
CDR20291_1646	6452	6841	7519
CDR20291_1647	5102	5088	6364
CDR20291_1648	2186	2106	2843
CDR20291_1649	3108	3107	3995
CDR20291_1650	950	947	1049
CDR20291_1652	1003	1087	1233
CDR20291_1653	6519	7004	7733
CDR20291_1654	2300	2098	2272
CDR20291_1655	1281	1379	1264
CDR20291_1656	1377	1567	1436
CDR20291_1657	3598	3150	3442
CDR20291_1658	1058	999	1088
CDR20291_1659	7391	7513	7435
CDR20291_1660	6128	6218	6055
CDR20291_1661	249	228	249
CDR20291_1663	79522	75859	80174
CDR20291_1664	48656	50111	45678
CDR20291_1666	4389	4598	4267
CDR20291_1667	1632	1357	1564
CDR20291_1668	5989	6130	6474
CDR20291_1669	1569	1421	1551
CDR20291_1670	1254	1271	1391
CDR20291_1671	1904	1858	2118
CDR20291_1672	2712	2767	2707
CDR20291_1673	1678	1744	1611
CDR20291_1674	4164	4039	3647
CDR20291_1675	10123	9781	9116
CDR20291_1676	10122	10306	8943
CDR20291_1677	7084	7580	6519
CDR20291_1678	10734	10929	9229
CDR20291_1681	177	161	103
CDR20291_1682	632	526	617
CDR20291_1683	45	32	39
CDR20291_1684	127	144	112
CDR20291_1685	3599	3266	3335
CDR20291_1686	776	798	847
CDR20291_1687	12317	12084	12279
CDR20291_1688	47587	48161	47599
CDR20291_1689	491	492	463
CDR20291_1690	525	570	528
CDR20291_1691	1145	1640	1789
CDR20291_1692	2147	3295	3686
CDR20291_1693	13748	12863	13776
CDR20291_1694	7195	6771	7044
CDR20291_1695	5878	5776	6040
CDR20291_1696	5891	5775	6149
CDR20291_1697	828	802	846
CDR20291_1698	3686	3840	3828
CDR20291_1702	395	423	459
CDR20291_1703	2250	2138	2264
CDR20291_1704	4789	4620	4649
CDR20291_1705	3590	3532	3721
CDR20291_1706	909	807	991
CDR20291_1707	938	819	952
CDR20291_1708	986	968	817
CDR20291_1709	3776	3628	3266
CDR20291_1710	8764	8776	7828
CDR20291_1712	4414	4264	3802
CDR20291_1714	5055	5265	4835
CDR20291_1717	1049	1211	1100
CDR20291_1718	37664	36973	37209
CDR20291_1721	4028	3957	4003
CDR20291_1725	2773	2498	2725
CDR20291_1726	968	876	910
CDR20291_1727	5532	5891	4723
CDR20291_1735	4491	4092	3853
CDR20291_1736	18240	17416	14545
CDR20291_1737	4600	4286	4048
CDR20291_1738	17	26	32
CDR20291_1739	0	0	0
CDR20291_1739_0	0	0	0
CDR20291_1740	0	0	0
CDR20291_1741	0	0	0
CDR20291_1742	0	0	0
CDR20291_1743	0	0	0
CDR20291_1743_0	0	0	0
CDR20291_1744	0	0	0
CDR20291_1745	0	0	0
CDR20291_1746	0	0	0
CDR20291_1747	0	0	0
CDR20291_1748	0	0	0
CDR20291_1749	0	0	0
CDR20291_1750	0	0	0
CDR20291_1751	0	0	0
CDR20291_1752	0	0	0
CDR20291_1753	0	0	0
CDR20291_1754	0	0	0
CDR20291_1755	0	0	0
CDR20291_1756	0	0	0
CDR20291_1757	0	0	0
CDR20291_1758	0	0	0
CDR20291_1759	0	0	0
CDR20291_1760	0	0	0
CDR20291_1761	0	0	0
CDR20291_1762	0	0	0
CDR20291_1763	0	0	0
CDR20291_1764	0	0	0
CDR20291_1765	0	0	0
CDR20291_1767	0	0	0
CDR20291_1768	0	0	0
CDR20291_1769	0	0	0
CDR20291_1770	0	0	0
CDR20291_1771	0	0	0
CDR20291_1772	0	0	0
CDR20291_1773	0	0	0
CDR20291_1774	0	0	0
CDR20291_1775	0	0	0
CDR20291_1776	0	0	0
CDR20291_1777	0	0	0
CDR20291_1778	0	0	0
CDR20291_1779	0	0	0
CDR20291_1780	0	0	0
CDR20291_1781	0	0	0
CDR20291_1782	0	0	0
CDR20291_1783	0	0	0
CDR20291_1784	0	0	0
CDR20291_1785	0	0	0
CDR20291_1786	0	0	0
CDR20291_1787	0	0	0
CDR20291_1788	0	0	0
CDR20291_1789	0	0	0
CDR20291_1790	0	0	0
CDR20291_1791	0	0	0
CDR20291_1792	0	0	0
CDR20291_1793	0	0	0
CDR20291_1794	0	0	0
CDR20291_1795	0	0	0
CDR20291_1796	0	0	0
CDR20291_1797	0	0	0
CDR20291_1798	0	0	0
CDR20291_1799	0	0	0
CDR20291_1800	0	0	0
CDR20291_1801	0	0	0
CDR20291_1802	0	0	0
CDR20291_1803	0	0	0
CDR20291_1804	0	0	0
CDR20291_1805	0	0	0
CDR20291_1808	0	0	0
CDR20291_1809	0	0	0
CDR20291_1810	219	223	197
CDR20291_1811	68	62	75
CDR20291_1812	3015	2821	2699
CDR20291_1813	669	688	732
CDR20291_1814	252	273	329
CDR20291_1815	2989	2638	2951
CDR20291_1816	1561	1371	1536
CDR20291_1817	1876	1994	1934
CDR20291_1818	4299	4664	4367
CDR20291_1819	222	257	230
CDR20291_1820	100	164	125
CDR20291_1821	81	85	107
CDR20291_1822	9	0	9
CDR20291_1823	609	632	607
CDR20291_1824	163	155	180
CDR20291_1825_0	0	0	0
CDR20291_1825	0	0	0
CDR20291_1826	131	113	132
CDR20291_1827	0	0	0
CDR20291_1831	3889	3690	3002
CDR20291_1832	9464	8548	7714
CDR20291_1837	62	53	37
CDR20291_1838	175	125	130
CDR20291_1841	21	38	37
CDR20291_1842	28	25	17
CDR20291_1844	34	29	20
CDR20291_1847	5036	4826	5357
CDR20291_1848	29	35	36
CDR20291_1849	94	115	82
CDR20291_1850	131	174	133
CDR20291_1851	52	52	42
CDR20291_1852	73	44	62
CDR20291_1853	5257	5100	5661
CDR20291_1855	3332	3698	3301
CDR20291_1856	5217	4586	5105
CDR20291_1857	3728	3474	3462
CDR20291_1863	14	10	13
CDR20291_1864	1791	1738	1922
CDR20291_1865	5441	5293	5688
CDR20291_1866	12901	12750	13003
CDR20291_1867	5340	5793	5461
CDR20291_1868	1549	1385	1459
CDR20291_1869	1356	1256	1465
CDR20291_1870	204	216	232
CDR20291_1871	890	770	820
CDR20291_1872	1072	972	1083
CDR20291_1873	8483	8421	8931
CDR20291_1874	569	675	609
CDR20291_1875	714	796	751
CDR20291_1876	43476	41578	43351
CDR20291_1877	3058	3116	2935
CDR20291_1878	887	937	767
CDR20291_1879	883	884	752
CDR20291_1880	600	610	545
CDR20291_1881	7179	7485	7299
CDR20291_1882	892	925	902
CDR20291_1883	1126	1315	1216
CDR20291_1884	706	815	756
CDR20291_1885	3147	3011	3434
CDR20291_1886	6853	7139	8011
CDR20291_1887	3883	4131	4779
CDR20291_1888	1059	1065	1120
CDR20291_1889	639	755	889
CDR20291_1890	1413	1419	1375
CDR20291_1891	5742	5634	5574
CDR20291_1892	2626	2533	2602
CDR20291_1893	4831	4678	4721
CDR20291_1894	1496	1414	1490
CDR20291_1895	25523	25185	23202
CDR20291_1896	22142	22069	19430
CDR20291_1901	9493	9779	10497
CDR20291_1902	16278	16901	17263
CDR20291_1903	8689	8899	9214
CDR20291_1904	1987	2056	2141
CDR20291_1905	40	39	29
CDR20291_1906	3212	3150	3092
CDR20291_1907	1679	1775	1511
CDR20291_1908	2701	2476	2510
CDR20291_1909	3042	3009	3254
CDR20291_1910	15655	15190	14955
CDR20291_1911	3140	3042	3186
CDR20291_1913	288	271	313
CDR20291_1914	906	913	981
CDR20291_1916	1394	1400	1419
CDR20291_1917	460	433	467
CDR20291_1918	6591	5801	6123
CDR20291_1919	2118	2189	2288
CDR20291_1920	1609	1658	1756
CDR20291_1921	1906	1846	1808
CDR20291_1922	3398	3286	3068
CDR20291_1923	502	416	385
CDR20291_1924	1904	1839	1829
CDR20291_1928	331	235	300
CDR20291_1929	105	99	98
CDR20291_1930	2911	2811	2914
CDR20291_1931	1348	1271	1254
CDR20291_1932	4608	4218	4637
CDR20291_1934	1362	1419	1302
CDR20291_1935	1383	1335	1245
CDR20291_1936	2808	2886	2777
CDR20291_1937	7528	7021	7809
CDR20291_1938	1626	1343	1619
CDR20291_1939	843	794	841
CDR20291_1940	6096	5854	6374
CDR20291_1942	16174	15155	16280
CDR20291_1948	379	367	433
CDR20291_1949	1197	1113	1198
CDR20291_1950	1089	1130	1184
CDR20291_1951	2536	2546	2633
CDR20291_1952	1466	1401	1573
CDR20291_1953	1811	1713	1782
CDR20291_1954	1964	1872	1808
CDR20291_1955	23700	24474	23270
CDR20291_1956	1999	2071	1457
CDR20291_1958	706	741	690
CDR20291_1959	9609	9161	9321
CDR20291_1962	292	239	353
CDR20291_1963	42823	40248	43991
CDR20291_1964	10593	9760	10813
CDR20291_1965	5639	5428	5813
CDR20291_1967	9707	9889	9111
CDR20291_1968	6447	6468	5888
CDR20291_1969	13163	11249	13319
CDR20291_1970	6574	6090	6527
CDR20291_1971	2011	2213	2143
CDR20291_1972	2393	2479	2666
CDR20291_1973	7677	7135	7915
CDR20291_1974	1980	1761	1995
CDR20291_1975	83273	76423	82093
CDR20291_1976	10187	10339	10501
CDR20291_1977	2045	1976	2112
CDR20291_1978	1430	1385	1391
CDR20291_1979	9916	9451	10006
CDR20291_1983	12116	11561	11600
CDR20291_1985	331	357	370
CDR20291_1989	151	194	157
CDR20291_1990	164	187	171
CDR20291_1991	437	515	459
CDR20291_1993	922	896	950
CDR20291_1994	2299	2367	2449
CDR20291_1996	745	865	804
CDR20291_1997	165	146	178
CDR20291_1998	299	254	297
CDR20291_1999	11698	11727	11825
CDR20291_2000	2981	2711	2360
CDR20291_2001	6432	5983	4422
CDR20291_2002	1546	1636	1272
CDR20291_2003	720	752	711
CDR20291_2004	422	491	485
CDR20291_2005	2154	2246	2102
CDR20291_2006	40551	42782	42069
CDR20291_2007	3485	3616	3501
CDR20291_2008	5078	5093	4970
CDR20291_2009	8999	9100	9819
CDR20291_2010	10609	9546	10463
CDR20291_2011	15439	13276	14819
CDR20291_2012	9097	8187	8758
CDR20291_2013	8926	8927	8507
CDR20291_2014	29987	29396	30906
CDR20291_2015	8160	7541	8506
CDR20291_2016	7326	6730	7852
CDR20291_2018	3028	2702	3017
CDR20291_2019	122	89	92
CDR20291_2020	13726	12988	13097
CDR20291_2021	8815	8186	8179
CDR20291_2022	12865	14772	13077
CDR20291_2024	6247	6186	6216
CDR20291_2027	53381	51739	53603
CDR20291_2028	344	319	406
CDR20291_2029	15605	15482	16230
CDR20291_2030	13274	12494	13708
CDR20291_2031	5759	5450	6205
CDR20291_2032	2077	1794	1823
CDR20291_2033	0	0	0
CDR20291_2034	46852	45581	45876
CDR20291_2036	17825	18217	18643
CDR20291_2038	1181	1267	1277
CDR20291_2039	2124	1907	2119
CDR20291_2040	3195	2958	3364
CDR20291_2043	3756	3371	3579
CDR20291_2048	575	588	486
CDR20291_2049	387	436	357
CDR20291_2050	293	318	233
CDR20291_2051	330	307	317
CDR20291_2052	79873	69003	78134
CDR20291_2053	12690	12270	12699
CDR20291_2054	15488	15115	15774
CDR20291_2055	70814	65568	69424
CDR20291_2056	297	350	375
CDR20291_2057	46971	45307	48667
CDR20291_2058	44061	43259	45604
CDR20291_2059	5025	5140	5081
CDR20291_2060	46248	44163	45837
CDR20291_2061	44782	42511	44082
CDR20291_2062	17032	16921	16173
CDR20291_2063	6800	6479	6526
CDR20291_2065	294	290	378
CDR20291_2066	242	219	255
CDR20291_2067	156	154	172
CDR20291_2068	1860	1776	1919
CDR20291_2069	4234	3914	3879
CDR20291_2071	9180	8378	9410
CDR20291_2073	638	641	702
CDR20291_2075	1815	1726	1738
CDR20291_2076	10805	10501	10679
CDR20291_2077	168092	154678	164468
CDR20291_2078	4808	4435	4405
CDR20291_2079	7174	7006	6481
CDR20291_2080	14815	13501	13131
CDR20291_2081	9931	8989	8893
CDR20291_2082	10987	9894	10415
