	minimum	maximum
rxn03408_c	16.138482578675394	23.054975112498028
rxn00022_c	32.9090557250156	47.01293675023598
rxn01358_c	30.236854129665176	1000.0
rxn00258_c	-648.5837581944888	-231.9099946555633
rxn09177_c	0.05917443612071161	0.08453490874473218
rxn01218_c	-2.4207723868121844	-1.6945406707607742
rxn00001_c	313.5227238841566	457.80216811509
rxn00337_c	16.138482578675255	23.05497511249814
rxn08669_c	-0.019212479260431792	-0.013448735482143093
rxn01739_c	0.05379494192869979	0.07684991704144288
rxn00225_c	-998.6551264517763	-80.9766300418954
rxn00148_c	-866.454056661462	-348.48178795032914
rxn00100_c	0.05917443612071161	0.08453490874389603
rxn05298_c	-986.5727824945437	11.899389375701162
rxn03903_c	16.13848257867528	23.054975112498028
rxn00097_c	134.2837721681628	210.08355673043775
rxn01217_c	1.6945406707607669	2.4207723868121587
rxn02212_c	0.053794941928804	0.07684991704167587
rxn00692_c	-504.7377973856183	-44.4772099649781
rxn00926_c	9.920440362290492	14.172057660476412
rxn00171_c	36.431581723234245	999.9999999999999
rxn03958_c	-262.05821711206136	-183.44075197760765
rxn10060_c	-1.7444931168456754	-1.221145181786428
rxn00612_c	-0.9414114837601346	-0.6589880386289906
rxn01966_c	-46.99372427097512	-32.895606989533235
rxn08799_c	-0.057637437781295375	-0.04034620644665665
rxn09111_c	0.013448735482143093	0.019212479260318105
rxn01643_c	16.13848257867529	23.054975112498038
rxn00392_c	0.00537949419322626	0.007684991704082376
rxn00747_c	93.4310562491205	570.2104512038004
rxn01334_c	-569.5649119006625	-92.78551694600026
rxn05219_c	2.9049268641615402	4.1498955202496575
rxn02175_c	0.05917443612099058	0.0845349087451224
rxn02009_c	16.13848257867522	23.05497511249812
rxn00555_c	479.39177913435117	997.3640478454834
rxn01505_c	65.62982915327939	93.75689879082597
rxn00213_c	-46.878449395412304	-32.814914576639126
rxn01740_c	-0.0768499170414998	-0.05379494192868606
rxn00139_c	-14.172057660474707	-9.920440362287422
rxn03910_c	183.44075197760822	262.05821711206124
rxn00182_c	-738.03011097375	-175.71170742993309
rxn08815_c	-0.019212479260318105	-0.013448735482029406
rxn01132_c	-47.01293675023601	-32.909055725015605
rxn03908_c	183.44075197760827	262.0582171120614
rxn01255_c	0.05379494192873218	0.07684991704147508
rxn05485_c	-931.7342186922036	-413.76194998107246
rxn05496_c	37.95771102504409	54.22530146459519
rxn00527_c	-5.6843418860808015e-12	345.64963862738625
rxn10271_c	0.01344873548225678	0.019212479260431792
rxn08352_c	16.67643199796453	23.823474282914734
rxn01345_c	92.78551694600007	569.5649119006533
rxn05645_c	0.05917443612202078	0.08453490874558156
rxn01967_c	-94.00666102121181	-65.80466271454918
rxn01116_c	19.99651792732641	666.5052818408773
rxn00711_c	9.920440362287458	14.172057660478066
rxn00908_c	-502.9933042687742	-43.25606478319435
rxn05494_c	56.484689025362854	80.69241289374258
rxn01870_c	0.013448735482104728	0.019212479260414826
rxn00297_c	0.5379494192891343	0.7684991704165895
rxn00931_c	0.0	513.3012782398965
rxn08756_c	166.76431997964363	238.23474282914628
rxn10168_c	0.053794941928917615	0.0768499170416597
rxn09657_c	0.05379494192891343	0.07684991704172717
rxn00410_c	3.1901551775604284	4.557364539395976
rxn01333_c	307.1321184524061	898.2655777410117
rxn12510_c	0.059174436122662835	0.08453490874352569
rxn03933_c	16.138482578675394	23.054975112497914
rxn01977_c	65.80466271454918	94.00666102121056
rxn01986_c	36.43158172327844	1000.0
rxn01646_c	-0.3073996681647486	-0.21517976771542635
rxn00105_c	0.21517976772247507	0.30739966816606723
rxn00223_c	0.01344873548225678	0.01921247926054548
rxn00784_c	36.43158172328046	999.9999999999998
rxn02285_c	-46.10995022499617	-32.276965157350446
rxn05663_c	0.6885752566901968	0.9836789381333072
rxn03907_c	183.44075197760833	262.0582171120616
rxn01213_c	16.676431997964528	23.82347428291473
rxn05209_c	-1000.0	556.5741309347538
rxn05059_c	-0.6762792699665852	-0.47339548897446093
rxn10474_c	-0.07684991704161348	-0.05379494192891343
rxn00260_c	231.90999465556297	648.5837581944909
rxn00461_c	32.276965157350446	46.10995022499628
rxn10473_c	-0.07684991704161348	-0.05379494192891343
rxn08818_c	-0.057637437781295375	-0.04034620644677034
rxn01800_c	0.0	555.7071333314484
rxn08309_c	0.01344873548225678	0.019212479260431792
rxn03841_c	0.05379494192891761	0.07684991704166061
rxn01257_c	0.053794941928799744	0.07684991704161348
rxn02213_c	0.0537949419286502	0.0768499170413932
rxn00704_c	32.814914576639126	46.87844939541242
rxn03641_c	167.1367643135692	1000.0000000000048
rxn01671_c	0.21517976771113773	0.3073996681620396
rxn05313_c	-274.7167240297365	244.1413196151882
rxn01332_c	0.0537949419286502	0.07684991704152083
rxn00785_c	-333.22574344947725	-9.971361492700453
rxn03909_c	183.44075197760841	262.0582171120589
rxn02005_c	32.895606989533505	46.99372427097478
rxn00558_c	-305.60503839103467	213.25300525390276
rxn05201_c	-1000.0	191.51385168444847
rxn10280_c	0.026897470964627246	0.038424958520863584
rxn05616_c	-0.07684991704161348	-0.05379494192891343
rxn00077_c	1.3287350656442694	1.8981929509289883
rxn00134_c	3.4282289966658204	4.897469995261696
rxn09109_c	0.013448735482143093	0.019212479260318105
rxn01200_c	-333.279538391404	-10.025156434623796
rxn00763_c	-0.019212479260414944	-0.013448735482229407
rxn00122_c	0.0053794941932262565	0.007684991704082311
rxn05223_c	0.053794941928917615	0.07684991704165922
rxn00085_c	482.0277312888764	1000.0
rxn09345_c	16.67643199796464	23.823474282914503
rxn01466_c	16.676431997964755	23.82347428291439
rxn02008_c	32.27696515735055	46.109950224995536
rxn03904_c	16.138482578675166	23.0549751124978
rxn00778_c	30.02167436194145	999.7848202322801
rxn03901_c	32.81491457663997	46.878449395412716
rxn01985_c	-963.5684182767689	959.8427055080947
rxn10272_c	0.01344873548225678	0.019212479260431792
rxn05197_c	-990.0795596377109	201.43429204673578
rxn00929_c	0.0	997.0520371822913
rxn01799_c	-191.51385168444935	1000.0
rxn10281_c	0.026897470964627246	0.038424958520863584
rxn02341_c	0.05917443612157813	0.08453490874738698
rxn05232_c	1.344873548222941	1.9212479260414987
rxn01513_c	1.2211451817864307	1.7444931168457842
rxn08307_c	0.01344873548225678	0.019212479260431792
rxn00686_c	-1.7444931168456606	-1.2211451817865964
rxn00157_c	-416.67376353894053	2.2737367544323206e-13
rxn01236_c	-1000.0	-167.13676431356097
rxn05289_c	82.3215035901255	1000.0
rxn00933_c	-1000.0000000000023	-2.9479628177045925
rxn00293_c	22.894474214351526	32.70639173493794
EX_cpd00001_e	-391.61503299581705	375.35676538794394
EX_cpd00023_e	-11.899389375695932	986.5727824945536
EX_cpd00971_e	-0.07684991702524258	-0.05379494191561207
EX_cpd00051_e	-4.918394690666332	-3.442876283450687
EX_cpd10515_e	-0.07684991704184085	-0.05379494192891343
EX_cpd00009_e	-336.30507045555737	182.55297318928956
EX_cpd00060_e	-4.149895520249743	-2.9049268641615527
EX_cpd00067_e	-1000.0	1000.0
EX_cpd00122_e	413.7619499810778	931.7342186922039
EX_cpd00035_e	-54.22530146459542	-37.957711025044205
EX_cpd00220_e	-0.08453490874558156	-0.05917443612202078
EX_cpd00117_e	-80.69241289374258	-56.484689025362854
EX_cpd00254_e	-0.07684991704161348	-0.05379494192868606
EX_cpd00205_e	-0.07684991704172717	-0.05379494192891343
EX_cpd00305_e	-0.07684991704161348	-0.05379494192868606
EX_cpd00065_e	-0.9836789381333801	-0.688575256690342
EX_cpd00149_e	-0.07684991704161348	-0.05379494192868606
EX_cpd00099_e	-0.07684991704161348	-0.05379494192868606
EX_cpd00226_e	-191.51385168443994	1000.0
EX_cpd00104_e	-0.07684991704172717	-0.05379494192891343
EX_cpd00092_e	-201.43429204672793	990.0795596377124
EX_cpd00011_e	-86.68539191883144	700.4054309067772
EX_cpd00063_e	-0.07684991704161348	-0.05379494192868606
EX_cpd00156_e	-10.082709115865782	-7.057896381073874
EX_cpd00039_e	-37.10313994771366	-25.972197963281474
EX_cpd00393_e	-0.07684991704161348	-0.05379494192891343
EX_cpd00322_e	-15.308503474698796	-10.715952432240442
EX_cpd00030_e	-0.07684991704161348	-0.05379494192868606
rxn05669_c	7.057896381073967	10.082709115865853
rxn05244_c	10.715952432240428	15.308503474698846
EX_cpd00084_e	-1.9904128513779824	-1.393288995958983
rxn05237_c	1.3932889959580614	1.9904128513770294
EX_cpd00644_e	-0.16138482578628555	-0.11296937805070684
R03018_c	0.1129693780498199	0.1613848257855564
EX_cpd00263_e	-0.07684991704172717	-0.05379494192891343
COG3601_c	0.053794941928916595	0.07684991704166076
rxn05255_c	0.053794941928916984	0.07684991704166062
rxn08168_c	-135.63692174456094	331.59884251883636
rxn01484_c	-997.3640478454831	-479.3917791343623
EX_cpd00107_e	-13.986684901582066	-9.790679431062927
rxn05243_c	9.790679431063117	13.986684901582105
EX_cpd00069_e	-350.12537779587	-4.4757391684860295
rxn18579_c	4.4757391684857515	350.12537779587876
EX_cpd00066_e	-6.7320527328495245	-4.712436912973203
rxn18584_c	4.712436912973155	6.732052732849453
EX_cpd00567_e	-1000.0	-2.9479628177044788
ENOG4108HXH_c	2.9479628177048665	1000.0000000000001
rxn05164_c	1.463222420466368	2.0903177435331597
EX_cpd00119_e	-2.0903177435332054	-1.4632224204665363
rxn10144_c	6.928788520444598	9.89826931496582
EX_cpd00132_e	-9.898269314965887	-6.928788520444641
rxn10883_c	51.59966027637089	514.9127264019342
EX_cpd00054_e	-514.9127264019335	-51.59966027636733
rxn05169_c	5.336458239348637	7.623511770532692
EX_cpd00161_e	-7.623511770532673	-5.336458239348758
rxn05151_c	25.972197963281456	37.10313994771353
rxn34357_c	254.20261859090942	670.8763821298662
EX_cpd00041_e	-670.8763821298526	-254.202618590906
rxn11676_c	80.97663004190383	998.6551264517668
rxn07124_c	-1.1368683772161603e-13	345.6496386273958
ID008_c	-345.6496386273943	-1.1368683772161603e-13
EX_cpd03170_e	0.0	345.64963862739546
rxn13713_c	-1000.0000000000006	-167.1367643135668
rxn00871_c	167.13676431355918	1000.0
EX_cpd00029_e	0.0	999.9999999999966
rxn08061_c	-999.9999999999997	-7.503331289626658e-12
rxn03141_c	16.13848257867515	23.054975112498017
peptidoglycan_rxn	16.138482578675152	23.054975112498013
cellwall_rxn	10.758988385783434	15.36998340833201
lipid_rxn	2.6897470964458585	3.8424958520830024
cofactor_rxn	10.758988385783434	15.369983408332006
biomass	53.79494192891717	76.84991704166004
SK_cpd11416_c	53.79494192891718	76.84991704165998
rxn08686_c	-375.35676538794735	391.615032995819
rxn05467_c	-700.4054309067772	86.68539191884031
rxn08186_c	0.05379494192891343	0.07684991704161348
rxn08952_c	0.05379494192891343	0.07684991704161348
EX_cpd00133_e	-0.3842495852037473	-0.26897470964468084
rxn11334_c	0.26897470964778614	0.38424958520858105
rxn13139_c	-2.8650432942284185	-2.0055303059508005
rxn00620_c	-0.7684991704165895	-0.5379494192891343
rxn02476_c	0.05379494192868606	0.07684991704161348
rxn00777_c	19.996517927326636	666.505281840881
rxn01359_c	-135.63692174456253	331.5988425188243
rxn05227_c	-331.598842518826	135.63692174456116
rxn05293_c	183.44075197760816	262.0582171120596
rxn09341_c	-61.05050705588769	-42.73535493892837
rxn13914_c	16.138482578675216	23.05497511249804
rxn09147_c	-0.057637437781295375	-0.04034620644665665
rxn02928_c	-23.054975112498028	-16.13848257867528
rxn00605_c	-46.99372427097569	-32.89560698953346
rxn02011_c	16.13848257867522	23.054975112498116
rxn01644_c	16.138482578675255	23.05497511249813
rxn10663_c	32.94940193146171	92.47422529416582
rxn07466_c	-46.10995022499617	-32.27696515735033
rxn09429_c	0.0268974709641725	0.03842495852052252
rxn01520_c	1.2211451817864298	1.744493116845697
rxn13140_c	-1.1834887224417798	-0.8284421057054487
rxn09065_c	0.02689747096451356	0.038424958520863584
rxn10484_c	16.13848257867528	23.054975112498255
rxn10840_c	-4.918394690666219	-3.442876283450687
rxn05291_c	0.10758988385805424	0.15369983408345433
rxn03852_c	0.5379494192891343	0.7684991704165895
rxn10036_c	32.9494019314616	92.47422529416578
rxn09063_c	0.02689747096451356	0.038424958520863584
rxn09124_c	-0.05763743778140906	-0.04034620644677034
rxn05744_c	0.08069241289354068	0.11527487556270444
rxn02286_c	32.27696515735044	46.109950224996226
rxn08040_c	0.5379494192891343	0.7684991704165895
rxn09163_c	-0.019212479260431792	-0.013448735482143093
rxn13251_c	-331.5988425188358	135.63692174456196
rxn06300_c	5.6807458676937586	8.115351239599363
rxn06432_c	3.442876283450687	4.918394690666105
rxn06434_c	6.928788520444527	9.898269314965887
rxn06936_c	6.154141356668106	8.791630509565948
rxn06435_c	1.3341145598370758	1.9058779426331967
rxn06437_c	2.582157212588072	3.6887960179998345
rxn06436_c	7.897097475165083	11.281567821715726
rxn06438_c	6.756644706272027	9.652349580432542
rxn06439_c	1.46322242046665	2.0903177435332054
rxn06440_c	10.715952432240329	15.308503474698682
rxn06441_c	9.790679431062927	13.986684901582066
rxn06442_c	9.83371538460608	14.048164835215516
rxn06443_c	2.9049268641615527	4.149895520249629
rxn06444_c	4.712436912973203	6.7320527328495245
rxn06445_c	2.94796281770482	4.211375453883079
rxn06446_c	7.122450311388661	10.174929016315787
rxn06447_c	5.336458239348644	7.623511770532673
rxn06448_c	0.6885752566902283	0.9836789381333801
