reaction	linear_coefficient
rxn02200_c	0.004908069518863733
rxn07841_c	0.004908069518863733
rxn07842_c	0.004908069518863733
rxn02201_c	0.004908069518863733
rxn00836_c	0.006036316176383871
rxn00915_c	0.006036316176383871
rxn00390_c	0.016143362017792488
rxn00376_c	0.016143362017792488
rxn00345_c	0.016143362017792488
rxn00938_c	0.016143362017792488
rxn02229_c	0.04925956356117102
rxn02230_c	0.04925956356117102
rxn00423_c	0.043201625933162194
rxn00364_c	0.01865931275233217
rxn00707_c	0.01865931275233217
rxn01219_c	0.01865931275233217
peptidoglycan_rxn	0.001769027860223212
rxn03933_c	0.001769027860223212
rxn03408_c	0.001769027860223212
rxn02177_c	0.033902436147922176
rxn00141_c	0.033902436147922176
rxn09449_c	0.026413551539643913
rxn05736_c	0.026413551539643913
rxn00947_c	0.026413551539643913
rxn09450_c	0.026413551539643913
rxn00988_c	0.026413551539643913
rxn09448_c	0.026413551539643913
rxn03861_c	0.000805890469657241
rxn01452_c	0.000805890469657241
rxn00575_c	0.019681417738238914
rxn00022_c	0.019681417738238914
rxn00974_c	0.01100138770407702
rxn00973_c	0.01100138770407702
rxn01388_c	0.01100138770407702
rxn04031_c	0.1443919851244413
rxn00346_c	0.02882532618908156
rxn00322_c	0.02882532618908156
rxn00405_c	0.02882532618908156
rxn00194_c	0.02882532618908156
rxn01231_c	0.02882532618908156
rxn05458_c	0.0009651029770773301
rxn05358_c	0.0009651029770773301
rxn05465_c	0.0009651029770773301
rxn05454_c	0.0009651029770773301
rxn05457_c	0.0009651029770773301
rxn05455_c	0.0009651029770773301
rxn05383_c	0.0009651029770773301
rxn05408_c	0.0009651029770773301
rxn05451_c	0.0009651029770773301
rxn05456_c	0.0009651029770773301
rxn05453_c	0.0009651029770773301
rxn05459_c	0.0009651029770773301
rxn05452_c	0.0009651029770773301
rxn10278_c	0.008035317658436101
rxn10276_c	0.008035317658436101
rxn10279_c	0.008035317658436101
rxn10281_c	0.008035317658436101
