id	mda	substrate
EX_cpd00082_e	73.5140266553239	D-Fructose
EX_cpd00041_e	72.3089526861465	L-Aspartate
EX_cpd00182_e	63.6733951669781	Adenosine
EX_cpd00064_e	61.7509728128524	Ornithine
EX_cpd00322_e	33.3518483073172	L-Isoleucine
EX_cpd00069_e	9.07883990159439	L-Tyrosine
EX_cpd00030_e	8.52154244462822	Mn2+
EX_cpd00063_e	8.2872445924355	Ca2+
EX_cpd00186_e	8.22236440314832	D-Glutamate
EX_cpd10515_e	7.87556546612245	Fe+2
